x,experiment,tree_ID,spec,drought_timing,block,rep,treatment,drought_start_doy,dendrometer,dendro_start_doy,dendro_end_doy,species_lat,species_en,genus,family,drought_tolerance,drought_index,wood_anatomy,deciduousness,diameter_1_init,diameter_2_init,diameter_3_init,height_1_init,height_2_init,height_3_init,,,diameter_1GS,height_1_corr,diameter_2GS,notes,height_1GS,height1G2,notes_height,SAM_status,doy_stage_1,doy_stage_2,doy_stage_3,doy_stage_4,shoot_height_date,shoot_height_date,photo_max_date,photo_max_date,biomass_root,biomass_old_shoot,biomass_new_shoot,biomass_adventitious_shoots,number_adventitious_shoots,status,,,,,,,
2,drought,Acma_Dro2_B2_R6,Acma,Dro2,2,6,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11.2,,,84.5,,,,,13.2,,,,77,,,Dead,129,,,,,,,,74.6,22.1,3.3,0.0,0.0,,,,,,,,
1,drought,Acma_Dro2_B2_R7,Acma,Dro2,2,7,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.9,,,68.5,,,,,12.3,,,,79,,,Dead,129,135,,,,,,,65.1,21.0,2.5,0.0,0.0,,,,,,,,
2,drought,Acma_Dro2_B2_R8,Acma,Dro2,2,8,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.2,,,75,,,,,11.3,,,,78,,,Dead,129,135,,,,,,,62.4,20.0,1.4,0.0,0.0,,,,,,,,
1,drought,Acma_Dro2_B2_R9,Acma,Dro2,2,9,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11.1,,,74,,,,,13.5,,,,79,,,Dead,129,135,,,,,,,85.6,21.9,5.3,0.0,0.0,,,,,,,,
2,drought,Acma_Dro2_B2_R10,Acma,Dro2,2,10,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.8,,,90.5,,,,,11.1,,,,83.5,,,Dead,129,135,,,,,,,51.6,21.8,2.0,0.0,0.0,,,,,,,,
1,drought,Acma_Dro2_B3_R11,Acma,Dro2,3,11,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.8,,,79.5,,,,,12.7,,,,70.5,,,Dead,129,,135,,,,,,68.1,23.4,2.2,0.0,0.0,,,,,,,,
2,drought,Acma_Dro2_B3_R12,Acma,Dro2,3,12,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.1,,,87,,,,,10.2,,,,69,,,Dead,129,135,,,,,,,29.9,15.5,0.6,0.0,0.0,,,,,,,,
1,drought,Acma_Dro2_B3_R13,Acma,Dro2,3,13,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.9,,,75,,,,,13.6,,,,70.5,,,Dead,129,135,,,,,,,78.9,26.0,2.0,0.0,0.0,,,,,,,,
2,drought,Acma_Dro2_B3_R14,Acma,Dro2,3,14,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,7.8,,,66.5,,,,,9.3,,,"more than half dead, discard q mark",45,,"more than half dead, discard q mark",Dead,132,,,,,,,,20.4,12.3,1.0,0.0,0.0,,,,,,,,
1,drought,Acma_Dro2_B3_R15,Acma,Dro2,3,15,drought_2,doy 15_may,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.9,,,78,,,,,14,,,,89.5,,,Dead,129,,135,,,,,,100.2,23.7,7.3,0.0,0.0,,,,,,,,
2,drought,Acma_Dro3_B1_R1,Acma,Dro3,1,1,drought_3,doy solstice,mag_den,Jun,Jul,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.2,,,77,,,,,14,,,,91,,,Dead,129,135,,,,,,,63.6,29.0,0.1,0.0,0.0,,,,,,,,
1,drought,Acma_Dro3_B1_R2,Acma,Dro3,1,2,drought_3,doy solstice,mag_den,Jun,Jul,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.5,,,79.5,,,,,17.5,,,,89,,,Alive,129,135,,,,,,,70.8,29.8,0.4,0.0,0.0,,,,,,,,
2,drought,Acma_Dro3_B1_R3,Acma,Dro3,1,3,drought_3,doy solstice,mag_den,Jun,Jul,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,7.3,,,76.5,,,,,8.4,,,,70,,,Dead,132,,,,,,,,18.9,10.0,0.7,0.0,0.0,,,,,,,,
1,drought,Acma_Dro3_B1_R4,Acma,Dro3,1,4,drought_3,doy solstice,mag_den,Jun,Jul,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,8.8,,,69.5,,,,,11,,,,72,,,Dead,129,132,135,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Acma_Dro3_B1_R5,Acma,Dro3,1,5,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.7,,,82,,,,,15.9,,,,99,,,Dead,129,135,,,,,,,108.4,31.7,5.1,0.0,0.0,,,,,,,,
1,drought,Acma_Dro3_B2_R6,Acma,Dro3,2,6,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.6,,,74,,,,,16.7,,,,98.5,,,Dead,129,135,,,,,,,88.8,31.2,4.1,0.0,0.0,,,,,,,,
2,drought,Acma_Dro3_B2_R7,Acma,Dro3,2,7,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.5,,,69.5,,,,,13.3,,,,78,,,Dead,129,132,135,,,,,,72.8,28.4,1.8,0.0,0.0,,,,,,,,
1,drought,Acma_Dro3_B2_R8,Acma,Dro3,2,8,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,13.9,,,76,,,,,16.9,,,,107,,,Alive,129,,135,,,,,,82.0,42.7,1.6,0.0,0.0,,,,,,,,
2,drought,Acma_Dro3_B2_R9,Acma,Dro3,2,9,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.6,,,64,,,,,11.8,,,,49.5,,,Dead,129,,,,,,,,39.4,13.9,1.5,0.0,0.0,,,,,,,,
1,drought,Acma_Dro3_B2_R10,Acma,Dro3,2,10,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.4,,,77,,,,,13.4,,,,84,,,Dead,129,,135,,,,,,54.1,20.9,2.1,0.0,0.0,,,,,,,,
2,drought,Acma_Dro3_B3_R11,Acma,Dro3,3,11,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.8,,,86,,,,,14,,,,87.5,,,Dead,129,132,135,,,,,,68.9,26.5,0.8,0.0,0.0,,,,,,,,
1,drought,Acma_Dro3_B3_R12,Acma,Dro3,3,12,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,8.5,,,66.5,,,,,9.4,,,,74,,,Dead,129,,,,,,,,42.7,13.9,0.8,0.0,0.0,,,,,,,,
2,drought,Acma_Dro3_B3_R13,Acma,Dro3,3,13,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.8,,,74.5,,,,,12.9,,,,76,,,Dead,129,,135,,,,,,44.8,28.1,2.2,0.0,0.0,,,,,,,,
1,drought,Acma_Dro3_B3_R14,Acma,Dro3,3,14,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.1,,,30.5,,,,,12.6,,,"half dead, discard q mark",52,,"half dead, discard q mark",Dead,129,135,,,,,,,56.5,20.8,3.2,0.0,0.0,,,,,,,,
2,drought,Acma_Dro3_B3_R15,Acma,Dro3,3,15,drought_3,doy solstice,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.7,,,76,,,,,14,,,,82.5,,,Dead,129,135,,,,,,,116.5,35.0,6.9,0.0,0.0,,,,,,,,
1,drought,Acma_Dro4_B1_R1,Acma,Dro4,1,1,drought_4,doy jul,mag_den,Jul,Aug,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11.9,,,77,,,,,16.1,,,,89.5,,,Alive,129,132,135,,,,,,81.4,27.7,1.3,0.0,0.0,,,,,,,,
2,drought,Acma_Dro4_B1_R2,Acma,Dro4,1,2,drought_4,doy jul,mag_den,Jul,Aug,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10,,,94,,,,,11.5,,,,66.5,,,Dead,132,,,,,,,,19.0,13.1,1.7,0.0,0.0,,,,,,,,
1,drought,Acma_Dro4_B1_R3,Acma,Dro4,1,3,drought_4,doy jul,mag_den,Jul,Aug,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.8,,,81.5,,,,,12.1,,,,74,,,Dead,129,135,,,,,,,45.5,21.4,1.6,0.0,0.0,,,,,,,,
2,drought,Acma_Dro4_B1_R4,Acma,Dro4,1,4,drought_4,doy jul,mag_den,Jul,Aug,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.1,,,80.5,,,,,12.8,,,,83,,,Dead,129,135,,,,,,,23.8,17.5,1.9,0.0,0.0,,,,,,,,
1,drought,Acma_Dro4_B1_R5,Acma,Dro4,1,5,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10,8.9,,66,,,,,13.5,,12.2,,94,89,,Alive,129,132,135,,,,,,91.9,37.5,5.2,0.0,0.0,,,,,,,,
2,drought,Acma_Dro4_B2_R6,Acma,Dro4,2,6,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.6,,,88,,,,,10.9,,,,55,,,Dead,129,,,,,,,,17.2,10.9,1.3,0.0,0.0,,,,,,,,
1,drought,Acma_Dro4_B2_R7,Acma,Dro4,2,7,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.7,,,70.5,,,,,13,,,,80,,,Dead,129,135,,,,,,,39.5,18.9,3.2,0.0,0.0,,,,,,,,
2,drought,Acma_Dro4_B2_R8,Acma,Dro4,2,8,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11.6,,,88,,,,,14.9,,,,88.5,,,Dead,129,135,,,,,,,38.9,24.2,4.3,0.0,0.0,,,,,,,,
1,drought,Acma_Dro4_B2_R9,Acma,Dro4,2,9,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11.7,,,75.5,,,,,15.2,,,,92,,,Alive,129,,135,,,,,,41.3,22.5,1.2,0.0,0.0,,,,,,,,
2,drought,Acma_Dro4_B2_R10,Acma,Dro4,2,10,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.7,,,74,,,,,12.4,,,,83,,,Alive,,129,132,135,,,,,24.7,16.6,1.1,0.0,0.0,,,,,,,,
1,drought,Acma_Dro4_B3_R11,Acma,Dro4,3,11,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.2,,,77,,,,,14.2,,,,82,,,Dead,129,,135,,,,,,56.2,23.6,2.4,0.0,0.0,,,,,,,,
2,drought,Acma_Dro4_B3_R12,Acma,Dro4,3,12,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.1,,,71.5,,,,,12.5,,,,78.5,,,Dead,129,,135,,,,,,45.1,26.2,1.8,0.0,0.0,,,,,,,,
1,drought,Acma_Dro4_B3_R13,Acma,Dro4,3,13,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,8.1,,,74.5,,,,,10.5,,,,74,,,Dead,129,132,,135,,,,,22.8,11.9,0.6,0.0,0.0,,,,,,,,
2,drought,Acma_Dro4_B3_R14,Acma,Dro4,3,14,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.3,,,77.5,,,,,12.8,,,,84.5,,,Dead,129,,135,,,,,,37.2,25.7,3.0,0.0,0.0,,,,,,,,
1,drought,Acma_Dro4_B3_R15,Acma,Dro4,3,15,drought_4,doy jul,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11,,,73.5,,,,,14.3,,,,86.5,,,Dead,129,132,135,,,,,,58.3,36.1,1.3,0.0,0.0,,,,,,,,
2,drought,Acma_defol1_B1_R1,Acma,defol1,1,1,defol1,NA,mag_den,Aug,Sep,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,7.9,,,84.5,,,,,10.9,,,,99,,,Alive,129,132,135,,,,,,23.8,15.8,0.4,0.0,0.0,,,,,,,,
1,drought,Acma_defol1_B1_R2,Acma,defol1,1,2,defol1,NA,mag_den,Aug,Sep,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.7,,,74,,,,,11.4,,,,84,,,Alive,129,135,,,,,,,45.0,17.4,1.0,0.0,0.0,,,,,,,,
2,drought,Acma_defol1_B1_R3,Acma,defol1,1,3,defol1,NA,mag_den,Aug,Sep,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.1,,,80.5,,,,,13.7,,,,87.5,,,Dead,,,,,,,,,44.5,19.3,2.6,0.0,0.0,,,,,,,,
1,drought,Acma_defol1_B1_R4,Acma,defol1,1,4,defol1,NA,mag_den,Aug,Sep,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,8.2,,,65.5,,,,,8.3,,,,68,,,Alive,129,132,135,,,,,,17.7,10.8,0.4,0.0,0.0,,,,,,,,
2,drought,Acma_defol1_B1_R5,Acma,defol1,1,5,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,15.5,,,90.5,,,,,19.2,,,,98.5,,,Dead,129,,,,,,,,64.5,38.8,3.7,0.0,0.0,,,,,,,,
1,drought,Acma_defol1_B2_R6,Acma,defol1,2,6,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,8.2,,,69.5,,,,,8.2,,,shoot died,40,,shoot died,Dead,129,135,,,,,,,4.2,10.9,0.4,0.0,0.0,,,,,,,,
2,drought,Acma_defol1_B2_R7,Acma,defol1,2,7,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,13.2,,,94,,,,,13.4,,,,76.5,,,Dead,129,135,,,,,,,27.3,25.1,1.3,0.0,0.0,,,,,,,,
1,drought,Acma_defol1_B2_R8,Acma,defol1,2,8,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.7,,,90,,,,,10.4,,,,98,,,Alive,,,129,135,,,,,36.2,21.0,1.4,0.0,0.0,,,,,,,,
2,drought,Acma_defol1_B2_R9,Acma,defol1,2,9,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11,,,102.5,,,,,10.9,,,discrepancy,110.5,,discrepancy,Dead,,129,,135,,,,,28.8,20.6,1.1,0.0,0.0,,,,,,,,
1,drought,Acma_defol1_B2_R10,Acma,defol1,2,10,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11,,,69.5,,,,,14.5,,,,79,,,Dead,129,,135,,,,,,57.7,23.3,4.8,0.0,0.0,,,,,,,,
2,drought,Acma_defol1_B3_R11,Acma,defol1,3,11,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.2,,,78.5,,,,,9.3,,,,77.5,,,Dead,132,,,,,,,,39.1,31.6,2.5,0.0,0.0,,,,,,,,
1,drought,Acma_defol1_B3_R12,Acma,defol1,3,12,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11.9,,,72,,,,,11.7,,,discrepancy,80,,discrepancy,Dead,129,132,135,,,,,,25.3,16.8,2.3,0.0,0.0,,,,,,,,
2,drought,Acma_defol1_B3_R13,Acma,defol1,3,13,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12,,,78,,,,,14.2,,,"3 qarters dead, discard?",37,,"3 qarters dead, discard?",Dead,129,,135,,,,,,22.9,16.4,0.5,0.0,0.0,,,,,,,,
1,drought,Acma_defol1_B3_R14,Acma,defol1,3,14,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.2,,,64,,,,,12.8,,,,82.5,,,Dead,129,135,,,,,,,25.9,15.0,2.1,0.0,0.0,,,,,,,,
2,drought,Acma_defol1_B3_R15,Acma,defol1,3,15,defol1,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12,,,66,,,,,13.8,,,,99,,,Dead,129,,135,,,,,,23.1,9.9,4.0,0.0,0.0,,,,,,,,
1,GS_extend,Acma_GS_ext_B1_R1,Acma,GS_ext,1,1,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.2,,,70,,,,,13.9,,,,88.5,,,Alive,117,122,129,132,,,,,71.6,25.9,2.4,0.0,0.0,,,,,,,,
2,GS_extend,Acma_GS_ext_B1_R2,Acma,GS_ext,1,2,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.8,,,73,,,,,14.9,,,,77,,,Dead,117,122,129,135,,,,,51.3,26.1,2.3,0.0,0.0,,,,,,,,
1,GS_extend,Acma_GS_ext_B1_R3,Acma,GS_ext,1,3,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.8,,,66,,,,,11.7,,,,74,,,Alive,117,122,129,132,,,,,32.4,17.2,1.2,0.0,0.0,,,,,,,,
2,GS_extend,Acma_GS_ext_B1_R4,Acma,GS_ext,1,4,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.3,,,75.5,,,,,13.9,,,,91,,,Alive,117,,123,129,,,,,63.1,29.6,1.9,0.0,0.0,,,,,,,,
1,GS_extend,Acma_GS_ext_B1_R5,Acma,GS_ext,1,5,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.7,,,92,,,,,15.5,,,,96.5,,,Alive,117,122,129,132,,,,,69.9,33.0,1.4,0.0,0.0,,,,,,,,
2,GS_extend,Acma_GS_ext_B2_R6,Acma,GS_ext,2,6,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,17.6,,,95.5,,,,,18.8,,,,102,,,Dead,,122,132,135,,,,,101.9,43.7,4.7,0.0,0.0,,,,,,,,
1,GS_extend,Acma_GS_ext_B2_R7,Acma,GS_ext,2,7,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11.8,,,80,,,,,13.1,,,,85.5,,,Alive,117,129,132,135,,,,,53.4,20.9,1.3,0.0,0.0,,,,,,,,
2,GS_extend,Acma_GS_ext_B2_R8,Acma,GS_ext,2,8,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.2,,,67.5,,,,,14.5,,,,81.5,,,Alive,117,,129,132,,,,,79.3,27.8,1.8,0.0,0.0,,,,,,,,
1,GS_extend,Acma_GS_ext_B2_R9,Acma,GS_ext,2,9,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,14.2,,,94.5,,,,,20.1,,,,105,,,Alive,117,,123,129,,,,,113.8,61.7,4.3,0.0,0.0,,,,,,,,
2,GS_extend,Acma_GS_ext_B2_R10,Acma,GS_ext,2,10,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.8,,,77,,,,,12.1,,,,86,,,Alive,117,123,,132,,,,,74.9,17.2,1.0,0.0,0.0,,,,,,,,
1,GS_extend,Acma_GS_ext_B3_R11,Acma,GS_ext,3,11,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.9,,,75,,,,,14.4,,,,83,,,Alive,117,123,129,132,,,,,92.1,22.8,2.2,0.0,0.0,,,,,,,,
2,GS_extend,Acma_GS_ext_B3_R12,Acma,GS_ext,3,12,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,11.5,,,69.5,,,,,15.9,,,,67,,,Dead,,122,129,132,,,,,53.6,24.2,1.3,0.0,0.0,,,,,,,,
1,GS_extend,Acma_GS_ext_B3_R13,Acma,GS_ext,3,13,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.1,,,70.5,,,,,20,,,,77.5,,,Alive,117,122,,129,,,,,78.6,27.3,1.3,0.0,0.0,,,,,,,,
2,GS_extend,Acma_GS_ext_B3_R14,Acma,GS_ext,3,14,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.3,,,72,,,,,17.8,,,,84,,,Alive,117,122,129,132,,,,,78.8,28.7,1.9,0.0,0.0,,,,,,,,
1,GS_extend,Acma_GS_ext_B3_R15,Acma,GS_ext,3,15,GS_extend,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,18.5,,,76.5,,,,,22,,,,95,,,Alive,117,122,123,129,,,,,128.3,62.0,6.1,0.0,0.0,,,,,,,,
2,GS_extend_heat,Acma_GS_ext_heat_B1_R1,Acma,GS_ext_heat,1,1,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,9.8,,,69,,,,,14.8,,,,78.5,,,Alive,,117,122,123,,,,,80.1,21.6,1.9,0.0,0.0,,,,,,,,
1,GS_extend_heat,Acma_GS_ext_heat_B1_R2,Acma,GS_ext_heat,1,2,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,13.6,,,75,,,,,17.4,,,,96.5,,,Dead,117,123,129,135,,,,,127.3,43.0,5.5,0.0,0.0,,,,,,,,
2,GS_extend_heat,Acma_GS_ext_heat_B1_R3,Acma,GS_ext_heat,1,3,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.4,6.5,,95.5,,,,,13.6,,8.8,,102.5,,,Alive,117,,122,131,,,,,96.6,38.5,1.7,0.0,0.0,,,,,,,,
1,GS_extend_heat,Acma_GS_ext_heat_B1_R4,Acma,GS_ext_heat,1,4,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.4,,,78,,,,,18.1,,,,82,,,Alive,117,,122,135,,,,,78.7,29.4,1.1,0.0,0.0,,,,,,,,
2,GS_extend_heat,Acma_GS_ext_heat_B1_R5,Acma,GS_ext_heat,1,5,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,7.9,,,74.5,,,,,9.2,,,,76,,,Alive,122,132,135,,,,,,25.3,11.5,0.5,0.0,0.0,,,,,,,,
1,GS_extend_heat,Acma_GS_ext_heat_B2_R6,Acma,GS_ext_heat,2,6,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,10.7,,,78.5,,,,,15.5,,,,81,,,Alive,,122,,129,,,,,124.2,23.1,0.9,0.0,0.0,,,,,,,,
2,GS_extend_heat,Acma_GS_ext_heat_B2_R7,Acma,GS_ext_heat,2,7,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,13.9,,,84,,,,,15.5,,,,86.5,,,Alive,117,122,129,132,,,,,77.5,25.3,1.1,0.0,0.0,,,,,,,,
1,GS_extend_heat,Acma_GS_ext_heat_B2_R8,Acma,GS_ext_heat,2,8,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,13.3,,,78,,,,,17.5,,,,97,,,Dead,117,122,129,132,,,,,100.1,31.5,4.2,0.0,0.0,,,,,,,,
2,GS_extend_heat,Acma_GS_ext_heat_B2_R9,Acma,GS_ext_heat,2,9,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.4,,,71.5,,,,,13.5,,,,76.5,,,Alive,,122,132,135,,,,,101.1,23.9,2.2,0.0,0.0,,,,,,,,
1,GS_extend_heat,Acma_GS_ext_heat_B2_R10,Acma,GS_ext_heat,2,10,GS_extend_heat,NA,no,NA,NA,Acer macrophyllum,bigleaf maple,Acer,Sapindaceae,no,2,diffuse-porous,deciduous,12.2,,,90.5,,,,,16.2,,,,90.5,,,Dead,117,129,132,135,,,,,90.8,30.5,1.2,0.0,0.0,,,,,,,,
