#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
8573,05-15-2023 23:05:10,19.206,,,,
8574,05-15-2023 23:15:10,19.217,,,,
8575,05-15-2023 23:25:10,19.195,,,,
8576,05-15-2023 23:35:10,19.195,,,,
8577,05-15-2023 23:45:10,19.206,,,,
8578,05-15-2023 23:55:10,19.184,,,,
8579,05-16-2023 00:05:10,19.195,,,,
8580,05-16-2023 00:15:10,19.184,,,,
8581,05-16-2023 00:25:10,19.184,,,,
8582,05-16-2023 00:35:10,19.184,,,,
8583,05-16-2023 00:45:10,19.174,,,,
8584,05-16-2023 00:55:10,19.174,,,,
8585,05-16-2023 01:05:10,19.184,,,,
8586,05-16-2023 01:15:10,19.152,,,,
8587,05-16-2023 01:25:10,19.163,,,,
8588,05-16-2023 01:35:10,19.163,,,,
8589,05-16-2023 01:45:10,19.174,,,,
8590,05-16-2023 01:55:10,19.174,,,,
8591,05-16-2023 02:05:10,19.142,,,,
8592,05-16-2023 02:15:10,19.174,,,,
8593,05-16-2023 02:25:10,19.174,,,,
8594,05-16-2023 02:35:10,19.174,,,,
8595,05-16-2023 02:45:10,19.163,,,,
8596,05-16-2023 02:55:10,19.174,,,,
8597,05-16-2023 03:05:10,19.184,,,,
8598,05-16-2023 03:15:10,19.184,,,,
8599,05-16-2023 03:25:10,19.163,,,,
8600,05-16-2023 03:35:10,19.184,,,,
8601,05-16-2023 03:45:10,19.174,,,,
8602,05-16-2023 03:55:10,19.206,,,,
8603,05-16-2023 04:05:10,19.195,,,,
8604,05-16-2023 04:15:10,19.195,,,,
8605,05-16-2023 04:25:10,19.195,,,,
8606,05-16-2023 04:35:10,19.217,,,,
8607,05-16-2023 04:45:10,19.217,,,,
8608,05-16-2023 04:55:10,19.206,,,,
8609,05-16-2023 05:05:10,19.184,,,,
8610,05-16-2023 05:15:10,19.206,,,,
8611,05-16-2023 05:25:10,19.217,,,,
8612,05-16-2023 05:35:10,19.206,,,,
8613,05-16-2023 05:45:10,19.217,,,,
8614,05-16-2023 05:55:10,19.217,,,,
8615,05-16-2023 06:05:10,19.217,,,,
8616,05-16-2023 06:15:10,19.227,,,,
8617,05-16-2023 06:25:10,19.227,,,,
8618,05-16-2023 06:35:10,19.206,,,,
8619,05-16-2023 06:45:10,19.227,,,,
8620,05-16-2023 06:55:10,19.227,,,,
8621,05-16-2023 07:05:10,19.217,,,,
8622,05-16-2023 07:15:10,19.217,,,,
8623,05-16-2023 07:25:10,19.238,,,,
8624,05-16-2023 07:35:10,19.217,,,,
8625,05-16-2023 07:45:10,19.238,,,,
8626,05-16-2023 07:55:10,19.217,,,,
8627,05-16-2023 08:05:10,19.227,,,,
8628,05-16-2023 08:15:10,19.249,,,,
8629,05-16-2023 08:25:10,19.249,,,,
8630,05-16-2023 08:35:10,19.249,,,,
8631,05-16-2023 08:45:10,19.281,,,,
8632,05-16-2023 08:55:10,19.270,,,,
8633,05-16-2023 09:05:10,19.281,,,,
8634,05-16-2023 09:15:10,19.281,,,,
8635,05-16-2023 09:25:10,19.281,,,,
8636,05-16-2023 09:35:10,19.302,,,,
8637,05-16-2023 09:45:10,19.313,,,,
8638,05-16-2023 09:55:10,19.302,,,,
8639,05-16-2023 10:05:10,19.292,,,,
8640,05-16-2023 10:15:10,19.313,,,,
8641,05-16-2023 10:25:10,19.313,,,,
8642,05-16-2023 10:35:10,19.302,,,,
8643,05-16-2023 10:45:10,19.335,,,,
8644,05-16-2023 10:55:10,19.324,,,,
8645,05-16-2023 11:05:10,19.324,,,,
8646,05-16-2023 11:15:10,19.335,,,,
8647,05-16-2023 11:25:10,19.324,,,,
8648,05-16-2023 11:35:10,19.335,,,,
8649,05-16-2023 11:45:10,19.335,,,,
8650,05-16-2023 11:55:10,19.324,,,,
8651,05-16-2023 12:05:10,19.335,,,,
8652,05-16-2023 12:15:10,19.345,,,,
8653,05-16-2023 12:25:10,19.356,,,,
8654,05-16-2023 12:35:10,19.345,,,,
8655,05-16-2023 12:45:10,19.335,,,,
8656,05-16-2023 12:55:10,19.356,,,,
8657,05-16-2023 13:05:10,19.356,,,,
8658,05-16-2023 13:15:10,19.345,,,,
8659,05-16-2023 13:25:10,19.324,,,,
8660,05-16-2023 13:35:10,19.345,,,,
8661,05-16-2023 13:45:10,19.345,,,,
8662,05-16-2023 13:55:10,19.345,,,,
8663,05-16-2023 14:05:10,19.367,,,,
8664,05-16-2023 14:15:10,19.345,,,,
8665,05-16-2023 14:25:10,19.345,,,,
8666,05-16-2023 14:35:10,19.345,,,,
8667,05-16-2023 14:45:10,19.377,,,,
8668,05-16-2023 14:55:10,19.356,,,,
8669,05-16-2023 15:05:10,19.377,,,,
8670,05-16-2023 15:15:10,19.356,,,,
8671,05-16-2023 15:25:10,19.495,,,,
8672,05-16-2023 15:35:10,15.999,,,,
8673,05-16-2023 15:45:10,16.675,,,,
8674,05-16-2023 15:55:10,22.692,,,,
8675,05-16-2023 16:05:10,28.665,,,,
8676,05-16-2023 16:15:10,30.800,,,,
8677,05-16-2023 16:25:10,31.229,,,,
8678,05-16-2023 16:35:10,31.304,,,,
8679,05-16-2023 16:45:10,31.261,,,,
8680,05-16-2023 16:55:10,31.293,,,,
8681,05-16-2023 17:05:10,31.315,,,,
8682,05-16-2023 17:15:10,31.315,,,,
8683,05-16-2023 17:25:10,31.325,,,,
8684,05-16-2023 17:35:10,31.347,,,,
8685,05-16-2023 17:45:10,31.368,,,,
8686,05-16-2023 17:55:10,31.432,,,,
8687,05-16-2023 18:05:10,31.443,,,,
8688,05-16-2023 18:15:10,31.486,,,,
8689,05-16-2023 18:25:10,31.583,,,,
8690,05-16-2023 18:35:10,31.604,,,,
8691,05-16-2023 18:45:10,31.615,,,,
8692,05-16-2023 18:55:10,31.604,,,,
8693,05-16-2023 19:05:10,31.604,,,,
8694,05-16-2023 19:15:10,31.550,,,,
8695,05-16-2023 19:25:10,31.508,,,,
8696,05-16-2023 19:35:10,31.475,,,,
8697,05-16-2023 19:45:10,31.422,,,,
8698,05-16-2023 19:55:10,31.443,,,,
8699,05-16-2023 20:05:10,31.540,,,,
8700,05-16-2023 20:15:10,31.604,,,,
8701,05-16-2023 20:25:10,31.626,,,,
8702,05-16-2023 20:35:10,31.636,,,,
8703,05-16-2023 20:45:10,30.424,,,,
8704,05-16-2023 20:55:10,30.113,,,,
8705,05-16-2023 21:05:10,29.813,,,,
8706,05-16-2023 21:15:10,29.952,,,,
8707,05-16-2023 21:25:10,30.145,,,,
8708,05-16-2023 21:35:10,30.060,,,,
8709,05-16-2023 21:45:10,24.472,,,,
8710,05-16-2023 21:55:10,20.600,,,,
8711,05-16-2023 22:05:10,19.721,,,,
8712,05-16-2023 22:15:10,19.646,,,,
8713,05-16-2023 22:25:10,19.796,,,,
8714,05-16-2023 22:35:10,19.785,,,,
8715,05-16-2023 22:45:10,19.689,,,,
8716,05-16-2023 22:55:10,19.603,,,,
8717,05-16-2023 23:05:10,19.924,,,,
8718,05-16-2023 23:15:10,20.096,,,,
8719,05-16-2023 23:25:10,20.235,,,,
8720,05-16-2023 23:35:10,20.343,,,,
8721,05-16-2023 23:45:10,20.386,,,,
8722,05-16-2023 23:55:10,19.871,,,,
8723,05-17-2023 00:05:10,19.635,,,,
8724,05-17-2023 00:15:10,19.764,,,,
8725,05-17-2023 00:25:10,19.656,,,,
8726,05-17-2023 00:35:10,19.613,,,,
8727,05-17-2023 00:45:10,19.774,,,,
8728,05-17-2023 00:55:10,19.828,,,,
8729,05-17-2023 01:05:10,19.882,,,,
8730,05-17-2023 01:15:10,19.667,,,,
8731,05-17-2023 01:25:10,19.646,,,,
8732,05-17-2023 01:35:10,19.796,,,,
8733,05-17-2023 01:45:10,19.935,,,,
8734,05-17-2023 01:55:10,19.871,,,,
8735,05-17-2023 02:05:10,20.010,,,,
8736,05-17-2023 02:15:10,19.828,,,,
8737,05-17-2023 02:25:10,19.785,,,,
8738,05-17-2023 02:35:10,19.710,,,,
8739,05-17-2023 02:45:10,19.656,,,,
8740,05-17-2023 02:55:10,19.989,,,,
8741,05-17-2023 03:05:10,19.978,,,,
8742,05-17-2023 03:15:10,20.053,,,,
8743,05-17-2023 03:25:10,20.042,,,,
8744,05-17-2023 03:35:10,20.021,,,,
8745,05-17-2023 03:45:10,20.032,,,,
8746,05-17-2023 03:55:10,20.042,,,,
8747,05-17-2023 04:05:10,20.064,,,,
8748,05-17-2023 04:15:10,20.053,,,,
8749,05-17-2023 04:25:10,20.085,,,,
8750,05-17-2023 04:35:10,20.075,,,,
8751,05-17-2023 04:45:10,20.300,,,,
8752,05-17-2023 04:55:10,19.978,,,,
8753,05-17-2023 05:05:10,19.914,,,,
8754,05-17-2023 05:15:10,19.946,,,,
8755,05-17-2023 05:25:10,23.303,,,,
8756,05-17-2023 05:35:10,29.523,,,,
8757,05-17-2023 05:45:10,31.250,,,,
8758,05-17-2023 05:55:10,31.175,,,,
8759,05-17-2023 06:05:10,31.508,,,,
8760,05-17-2023 06:15:10,31.690,,,,
8761,05-17-2023 06:25:10,31.861,,,,
8762,05-17-2023 06:35:10,31.454,,,,
8763,05-17-2023 06:45:10,31.422,,,,
8764,05-17-2023 06:55:10,31.379,,,,
8765,05-17-2023 07:05:10,31.357,,,,
8766,05-17-2023 07:15:10,31.336,,,,
8767,05-17-2023 07:25:10,31.304,,,,
8768,05-17-2023 07:35:10,31.411,,,,
8769,05-17-2023 07:45:10,31.336,,,,
8770,05-17-2023 07:55:10,31.390,,,,
8771,05-17-2023 08:05:10,31.475,,,,
8772,05-17-2023 08:15:10,31.400,,,,
8773,05-17-2023 08:25:10,31.475,,,,
8774,05-17-2023 08:35:10,31.593,,,,
8775,05-17-2023 08:45:10,31.540,,,,
8776,05-17-2023 08:55:10,31.422,,,,
8777,05-17-2023 09:05:10,31.583,,,,
8778,05-17-2023 09:15:10,31.679,,,,
8779,05-17-2023 09:25:10,31.690,,,,
8780,05-17-2023 09:35:10,31.668,,,,
8781,05-17-2023 09:45:10,31.690,,,,
8782,05-17-2023 09:55:10,31.658,,,,
8783,05-17-2023 10:05:10,31.668,,,,
8784,05-17-2023 10:15:10,31.658,,,,
8785,05-17-2023 10:25:10,31.636,,,,
8786,05-17-2023 10:35:10,31.636,,,,
8787,05-17-2023 10:45:10,31.647,,,,
8788,05-17-2023 10:55:10,31.658,,,,
8789,05-17-2023 11:05:10,31.668,,,,
8790,05-17-2023 11:15:10,31.668,,,,
8791,05-17-2023 11:25:10,31.658,,,,
8792,05-17-2023 11:35:10,31.636,,,,
8793,05-17-2023 11:45:10,31.679,,,,
8794,05-17-2023 11:55:10,31.701,,,,
8795,05-17-2023 12:05:10,31.690,,,,
8796,05-17-2023 12:15:10,31.679,,,,
8797,05-17-2023 12:25:10,31.701,,,,
8798,05-17-2023 12:35:10,31.679,,,,
8799,05-17-2023 12:45:10,31.690,,,,
8800,05-17-2023 12:55:10,31.647,,,,
8801,05-17-2023 13:05:10,31.679,,,,
8802,05-17-2023 13:15:10,31.658,,,,
8803,05-17-2023 13:25:10,31.658,,,,
8804,05-17-2023 13:35:10,31.701,,,,
8805,05-17-2023 13:45:10,31.679,,,,
8806,05-17-2023 13:55:10,31.701,,,,
8807,05-17-2023 14:05:10,31.690,,,,
8808,05-17-2023 14:15:10,31.690,,,,
8809,05-17-2023 14:25:10,31.668,,,,
8810,05-17-2023 14:35:10,31.701,,,,
8811,05-17-2023 14:45:10,31.701,,,,
8812,05-17-2023 14:55:10,31.690,,,,
8813,05-17-2023 15:05:10,31.690,,,,
8814,05-17-2023 15:15:10,31.711,,,,
8815,05-17-2023 15:25:10,31.711,,,,
8816,05-17-2023 15:35:10,31.701,,,,
8817,05-17-2023 15:45:10,31.733,,,,
8818,05-17-2023 15:55:10,31.701,,,,
8819,05-17-2023 16:05:10,31.690,,,,
8820,05-17-2023 16:15:10,31.690,,,,
8821,05-17-2023 16:25:10,31.701,,,,
8822,05-17-2023 16:35:10,31.668,,,,
8823,05-17-2023 16:45:10,31.690,,,,
8824,05-17-2023 16:55:10,31.679,,,,
8825,05-17-2023 17:05:10,31.668,,,,
8826,05-17-2023 17:15:10,31.679,,,,
8827,05-17-2023 17:25:10,31.668,,,,
8828,05-17-2023 17:35:10,31.711,,,,
8829,05-17-2023 17:45:10,31.701,,,,
8830,05-17-2023 17:55:10,31.711,,,,
8831,05-17-2023 18:05:10,31.690,,,,
8832,05-17-2023 18:15:10,31.690,,,,
8833,05-17-2023 18:25:10,31.701,,,,
8834,05-17-2023 18:35:10,31.679,,,,
8835,05-17-2023 18:45:10,31.679,,,,
8836,05-17-2023 18:55:10,31.690,,,,
8837,05-17-2023 19:05:10,31.679,,,,
8838,05-17-2023 19:15:10,31.679,,,,
8839,05-17-2023 19:25:10,31.690,,,,
8840,05-17-2023 19:35:10,31.690,,,,
8841,05-17-2023 19:45:10,31.690,,,,
8842,05-17-2023 19:55:10,31.701,,,,
8843,05-17-2023 20:05:10,31.679,,,,
8844,05-17-2023 20:15:10,31.679,,,,
8845,05-17-2023 20:25:10,31.690,,,,
8846,05-17-2023 20:35:10,31.701,,,,
8847,05-17-2023 20:45:10,30.339,,,,
8848,05-17-2023 20:55:10,30.457,,,,
8849,05-17-2023 21:05:10,30.639,,,,
8850,05-17-2023 21:15:10,30.628,,,,
8851,05-17-2023 21:25:10,30.617,,,,
8852,05-17-2023 21:35:10,30.113,,,,
8853,05-17-2023 21:45:10,24.075,,,,
8854,05-17-2023 21:55:10,20.278,,,,
8855,05-17-2023 22:05:10,20.075,,,,
8856,05-17-2023 22:15:10,20.000,,,,
8857,05-17-2023 22:25:10,19.549,,,,
8858,05-17-2023 22:35:10,19.538,,,,
8859,05-17-2023 22:45:10,19.549,,,,
8860,05-17-2023 22:55:10,19.538,,,,
8861,05-17-2023 23:05:10,19.667,,,,
8862,05-17-2023 23:15:10,19.420,,,,
8863,05-17-2023 23:25:10,19.624,,,,
8864,05-17-2023 23:35:10,19.764,,,,
8865,05-17-2023 23:45:10,20.160,,,,
8866,05-17-2023 23:55:10,20.053,,,,
8867,05-18-2023 00:05:10,20.235,,,,
8868,05-18-2023 00:15:10,20.353,,,,
8869,05-18-2023 00:25:10,19.731,,,,
8870,05-18-2023 00:35:10,19.624,,,,
8871,05-18-2023 00:45:10,19.699,,,,
8872,05-18-2023 00:55:10,19.699,,,,
8873,05-18-2023 01:05:10,19.731,,,,
8874,05-18-2023 01:15:10,19.667,,,,
8875,05-18-2023 01:25:10,20.353,,,,
8876,05-18-2023 01:35:10,19.796,,,,
8877,05-18-2023 01:45:10,19.710,,,,
8878,05-18-2023 01:55:10,19.753,,,,
8879,05-18-2023 02:05:10,19.785,,,,
8880,05-18-2023 02:15:10,19.806,,,,
8881,05-18-2023 02:25:10,19.839,,,,
8882,05-18-2023 02:35:10,19.839,,,,
8883,05-18-2023 02:45:10,19.882,,,,
8884,05-18-2023 02:55:10,20.225,,,,
8885,05-18-2023 03:05:10,19.849,,,,
8886,05-18-2023 03:15:10,19.796,,,,
8887,05-18-2023 03:25:10,19.924,,,,
8888,05-18-2023 03:35:10,19.796,,,,
8889,05-18-2023 03:45:10,19.495,,,,
8890,05-18-2023 03:55:10,19.753,,,,
8891,05-18-2023 04:05:10,20.010,,,,
8892,05-18-2023 04:15:10,20.150,,,,
8893,05-18-2023 04:25:10,20.235,,,,
8894,05-18-2023 04:35:10,20.343,,,,
8895,05-18-2023 04:45:10,19.978,,,,
8896,05-18-2023 04:55:10,20.064,,,,
8897,05-18-2023 05:05:10,20.160,,,,
8898,05-18-2023 05:15:10,20.193,,,,
8899,05-18-2023 05:25:10,23.689,,,,
8900,05-18-2023 05:35:10,29.609,,,,
8901,05-18-2023 05:45:10,30.950,,,,
8902,05-18-2023 05:55:10,31.186,,,,
8903,05-18-2023 06:05:10,31.508,,,,
8904,05-18-2023 06:15:10,31.186,,,,
8905,05-18-2023 06:25:10,31.690,,,,
8906,05-18-2023 06:35:10,31.840,,,,
8907,05-18-2023 06:45:10,31.293,,,,
8908,05-18-2023 06:55:10,31.003,,,,
8909,05-18-2023 07:05:10,31.347,,,,
8910,05-18-2023 07:15:10,31.089,,,,
8911,05-18-2023 07:25:10,31.036,,,,
8912,05-18-2023 07:35:10,30.982,,,,
8913,05-18-2023 07:45:10,31.368,,,,
8914,05-18-2023 07:55:10,31.540,,,,
8915,05-18-2023 08:05:10,31.529,,,,
8916,05-18-2023 08:15:10,31.593,,,,
8917,05-18-2023 08:25:10,31.604,,,,
8918,05-18-2023 08:35:10,31.658,,,,
8919,05-18-2023 08:45:10,31.701,,,,
8920,05-18-2023 08:55:10,31.754,,,,
8921,05-18-2023 09:05:10,31.765,,,,
8922,05-18-2023 09:15:10,31.797,,,,
8923,05-18-2023 09:25:10,31.829,,,,
8924,05-18-2023 09:35:10,31.851,,,,
8925,05-18-2023 09:45:10,31.872,,,,
8926,05-18-2023 09:55:10,31.915,,,,
8927,05-18-2023 10:05:10,31.937,,,,
8928,05-18-2023 10:15:10,31.947,,,,
8929,05-18-2023 10:25:10,31.958,,,,
8930,05-18-2023 10:35:10,31.979,,,,
8931,05-18-2023 10:45:10,31.197,,,,
8932,05-18-2023 10:55:10,31.154,,,,
8933,05-18-2023 11:05:10,31.272,,,,
8934,05-18-2023 11:15:10,31.776,,,,
8935,05-18-2023 11:25:10,31.604,,,,
8936,05-18-2023 11:35:10,31.239,,,,
8937,05-18-2023 11:45:10,31.400,,,,
8938,05-18-2023 11:55:10,31.540,,,,
8939,05-18-2023 12:05:10,31.668,,,,
8940,05-18-2023 12:15:10,31.786,,,,
8941,05-18-2023 12:25:10,31.829,,,,
8942,05-18-2023 12:35:10,31.894,,,,
8943,05-18-2023 12:45:10,31.937,,,,
8944,05-18-2023 12:55:10,31.958,,,,
8945,05-18-2023 13:05:10,31.969,,,,
8946,05-18-2023 13:15:10,30.982,,,,
8947,05-18-2023 13:25:10,31.089,,,,
8948,05-18-2023 13:35:10,31.068,,,,
8949,05-18-2023 13:45:10,31.057,,,,
8950,05-18-2023 13:55:10,31.046,,,,
8951,05-18-2023 14:05:10,31.508,,,,
8952,05-18-2023 14:15:10,31.733,,,,
8953,05-18-2023 14:25:10,31.915,,,,
8954,05-18-2023 14:35:10,31.518,,,,
8955,05-18-2023 14:45:10,31.089,,,,
8956,05-18-2023 14:55:10,31.229,,,,
8957,05-18-2023 15:05:10,31.711,,,,
8958,05-18-2023 15:15:10,31.829,,,,
8959,05-18-2023 15:25:10,31.754,,,,
8960,05-18-2023 15:35:10,31.733,,,,
8961,05-18-2023 15:45:10,31.711,,,,
8962,05-18-2023 15:55:10,31.722,,,,
8963,05-18-2023 16:05:10,31.733,,,,
8964,05-18-2023 16:15:10,31.722,,,,
8965,05-18-2023 16:25:10,31.722,,,,
8966,05-18-2023 16:35:10,31.744,,,,
8967,05-18-2023 16:45:10,31.722,,,,
8968,05-18-2023 16:55:10,31.711,,,,
8969,05-18-2023 17:05:10,31.701,,,,
8970,05-18-2023 17:15:10,31.701,,,,
8971,05-18-2023 17:25:10,31.722,,,,
8972,05-18-2023 17:35:10,31.701,,,,
8973,05-18-2023 17:45:10,31.701,,,,
8974,05-18-2023 17:55:10,31.701,,,,
8975,05-18-2023 18:05:10,31.690,,,,
8976,05-18-2023 18:15:10,31.668,,,,
8977,05-18-2023 18:25:10,31.690,,,,
8978,05-18-2023 18:35:10,31.668,,,,
8979,05-18-2023 18:45:10,31.690,,,,
8980,05-18-2023 18:55:10,31.668,,,,
8981,05-18-2023 19:05:10,31.658,,,,
8982,05-18-2023 19:15:10,31.679,,,,
8983,05-18-2023 19:25:10,31.690,,,,
8984,05-18-2023 19:35:10,31.690,,,,
8985,05-18-2023 19:45:10,31.754,,,,
8986,05-18-2023 19:55:10,31.754,,,,
8987,05-18-2023 20:05:10,31.786,,,,
8988,05-18-2023 20:15:10,31.776,,,,
8989,05-18-2023 20:25:10,31.765,,,,
8990,05-18-2023 20:35:10,31.754,,,,
8991,05-18-2023 20:45:10,30.392,,,,
8992,05-18-2023 20:55:10,29.845,,,,
8993,05-18-2023 21:05:10,29.684,,,,
8994,05-18-2023 21:15:10,29.716,,,,
8995,05-18-2023 21:25:10,29.738,,,,
8996,05-18-2023 21:35:10,29.481,,,,
8997,05-18-2023 21:45:10,24.150,,,,
8998,05-18-2023 21:55:10,20.525,,,,
8999,05-18-2023 22:05:10,20.010,,,,
9000,05-18-2023 22:15:10,19.785,,,,
9001,05-18-2023 22:25:10,19.678,,,,
9002,05-18-2023 22:35:10,19.753,,,,
9003,05-18-2023 22:45:10,19.764,,,,
9004,05-18-2023 22:55:10,19.806,,,,
9005,05-18-2023 23:05:10,20.139,,,,
9006,05-18-2023 23:15:10,20.321,,,,
9007,05-18-2023 23:25:10,19.549,,,,
9008,05-18-2023 23:35:10,19.860,,,,
9009,05-18-2023 23:45:10,19.828,,,,
9010,05-18-2023 23:55:10,19.560,,,,
9011,05-19-2023 00:05:10,19.517,,,,
9012,05-19-2023 00:15:10,19.388,,,,
9013,05-19-2023 00:25:10,19.453,,,,
9014,05-19-2023 00:35:10,20.203,,,,
9015,05-19-2023 00:45:10,19.495,,,,
9016,05-19-2023 00:55:10,19.474,,,,
9017,05-19-2023 01:05:10,19.495,,,,
9018,05-19-2023 01:15:10,19.571,,,,
9019,05-19-2023 01:25:10,19.592,,,,
9020,05-19-2023 01:35:10,19.635,,,,
9021,05-19-2023 01:45:10,19.892,,,,
9022,05-19-2023 01:55:10,19.742,,,,
9023,05-19-2023 02:05:10,19.667,,,,
9024,05-19-2023 02:15:10,20.042,,,,
9025,05-19-2023 02:25:10,19.731,,,,
9026,05-19-2023 02:35:10,19.506,,,,
9027,05-19-2023 02:45:10,19.528,,,,
9028,05-19-2023 02:55:10,19.689,,,,
9029,05-19-2023 03:05:10,19.806,,,,
9030,05-19-2023 03:15:10,19.839,,,,
9031,05-19-2023 03:25:10,19.892,,,,
9032,05-19-2023 03:35:10,19.946,,,,
9033,05-19-2023 03:45:10,19.957,,,,
9034,05-19-2023 03:55:10,19.914,,,,
9035,05-19-2023 04:05:10,19.871,,,,
9036,05-19-2023 04:15:10,19.892,,,,
9037,05-19-2023 04:25:10,19.828,,,,
9038,05-19-2023 04:35:10,19.839,,,,
9039,05-19-2023 04:45:10,20.268,,,,
9040,05-19-2023 04:55:10,20.203,,,,
9041,05-19-2023 05:05:10,20.064,,,,
9042,05-19-2023 05:15:10,20.064,,,,
9043,05-19-2023 05:25:10,23.496,,,,
9044,05-19-2023 05:35:10,29.502,,,,
9045,05-19-2023 05:45:10,30.950,,,,
9046,05-19-2023 05:55:10,31.175,,,,
9047,05-19-2023 06:05:10,31.540,,,,
9048,05-19-2023 06:15:10,31.593,,,,
9049,05-19-2023 06:25:10,31.068,,,,
9050,05-19-2023 06:35:10,31.046,,,,
9051,05-19-2023 06:45:10,31.550,,,,
9052,05-19-2023 06:55:10,32.065,,,,
9053,05-19-2023 07:05:10,31.164,,,,
9054,05-19-2023 07:15:10,31.261,,,,
9055,05-19-2023 07:25:10,31.786,,,,
9056,05-19-2023 07:35:10,31.947,,,,
9057,05-19-2023 07:45:10,31.132,,,,
9058,05-19-2023 07:55:10,31.046,,,,
9059,05-19-2023 08:05:10,31.121,,,,
9060,05-19-2023 08:15:10,30.961,,,,
9061,05-19-2023 08:25:10,31.357,,,,
9062,05-19-2023 08:35:10,31.722,,,,
9063,05-19-2023 08:45:10,31.883,,,,
9064,05-19-2023 08:55:10,31.400,,,,
9065,05-19-2023 09:05:10,31.315,,,,
9066,05-19-2023 09:15:10,31.325,,,,
9067,05-19-2023 09:25:10,31.411,,,,
9068,05-19-2023 09:35:10,31.518,,,,
9069,05-19-2023 09:45:10,31.583,,,,
9070,05-19-2023 09:55:10,31.604,,,,
9071,05-19-2023 10:05:10,31.626,,,,
9072,05-19-2023 10:15:10,31.690,,,,
9073,05-19-2023 10:25:10,31.701,,,,
9074,05-19-2023 10:35:10,31.754,,,,
9075,05-19-2023 10:45:10,31.733,,,,
9076,05-19-2023 10:55:10,31.701,,,,
9077,05-19-2023 11:05:10,31.722,,,,
9078,05-19-2023 11:15:10,31.754,,,,
9079,05-19-2023 11:25:10,31.797,,,,
9080,05-19-2023 11:35:10,31.829,,,,
9081,05-19-2023 11:45:10,31.872,,,,
9082,05-19-2023 11:55:10,31.926,,,,
9083,05-19-2023 12:05:10,31.947,,,,
9084,05-19-2023 12:15:10,30.950,,,,
9085,05-19-2023 12:25:10,30.853,,,,
9086,05-19-2023 12:35:10,31.422,,,,
9087,05-19-2023 12:45:10,31.658,,,,
9088,05-19-2023 12:55:10,31.733,,,,
9089,05-19-2023 13:05:10,31.776,,,,
9090,05-19-2023 13:15:10,31.797,,,,
9091,05-19-2023 13:25:10,31.786,,,,
9092,05-19-2023 13:35:10,31.786,,,,
9093,05-19-2023 13:45:10,31.765,,,,
9094,05-19-2023 13:55:10,31.765,,,,
9095,05-19-2023 14:05:10,31.744,,,,
9096,05-19-2023 14:15:10,31.733,,,,
9097,05-19-2023 14:25:10,31.722,,,,
9098,05-19-2023 14:35:10,31.711,,,,
9099,05-19-2023 14:45:10,31.733,,,,
9100,05-19-2023 14:55:10,31.690,,,,
9101,05-19-2023 15:05:10,31.701,,,,
9102,05-19-2023 15:15:10,31.722,,,,
9103,05-19-2023 15:25:10,31.701,,,,
9104,05-19-2023 15:35:10,31.711,,,,
9105,05-19-2023 15:45:10,31.722,,,,
9106,05-19-2023 15:55:10,31.722,,,,
9107,05-19-2023 16:05:10,31.711,,,,
9108,05-19-2023 16:15:10,31.733,,,,
9109,05-19-2023 16:25:10,31.722,,,,
9110,05-19-2023 16:35:10,31.701,,,,
9111,05-19-2023 16:45:10,31.690,,,,
9112,05-19-2023 16:55:10,31.668,,,,
9113,05-19-2023 17:05:10,31.668,,,,
9114,05-19-2023 17:15:10,31.647,,,,
9115,05-19-2023 17:25:10,31.615,,,,
9116,05-19-2023 17:35:10,31.604,,,,
9117,05-19-2023 17:45:10,31.604,,,,
9118,05-19-2023 17:55:10,31.593,,,,
9119,05-19-2023 18:05:10,31.583,,,,
9120,05-19-2023 18:15:10,31.550,,,,
9121,05-19-2023 18:25:10,31.583,,,,
9122,05-19-2023 18:35:10,31.593,,,,
9123,05-19-2023 18:45:10,31.604,,,,
9124,05-19-2023 18:55:10,31.604,,,,
9125,05-19-2023 19:05:10,31.615,,,,
9126,05-19-2023 19:15:10,31.626,,,,
9127,05-19-2023 19:25:10,31.658,,,,
9128,05-19-2023 19:35:10,31.690,,,,
9129,05-19-2023 19:45:10,31.722,,,,
9130,05-19-2023 19:55:10,31.744,,,,
9131,05-19-2023 20:05:10,31.765,,,,
9132,05-19-2023 20:15:10,31.786,,,,
9133,05-19-2023 20:25:10,31.797,,,,
9134,05-19-2023 20:35:10,31.819,,,,
9135,05-19-2023 20:45:10,30.768,,,,
9136,05-19-2023 20:55:10,30.510,,,,
9137,05-19-2023 21:05:10,30.274,,,,
9138,05-19-2023 21:15:10,30.349,,,,
9139,05-19-2023 21:25:10,29.920,,,,
9140,05-19-2023 21:35:10,29.502,,,,
9141,05-19-2023 21:45:10,23.828,,,,
9142,05-19-2023 21:55:10,20.246,,,,
9143,05-19-2023 22:05:10,19.753,,,,
9144,05-19-2023 22:15:10,19.656,,,,
9145,05-19-2023 22:25:10,19.721,,,,
9146,05-19-2023 22:35:10,20.032,,,,
9147,05-19-2023 22:45:10,20.150,,,,
9148,05-19-2023 22:55:10,19.742,,,,
9149,05-19-2023 23:05:10,19.828,,,,
9150,05-19-2023 23:15:10,19.581,,,,
9151,05-19-2023 23:25:10,20.182,,,,
9152,05-19-2023 23:35:10,19.978,,,,
9153,05-19-2023 23:45:10,19.871,,,,
